Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
6700,1701121439,985009908,-0.6377106647718418,0.615565317783589,0.3081579552435251,0.34008544189870615,-0.9092884282347523,-0.2104917120191649,0.11502037062266963,255,-1,-0.5748551527606409,-2.020533863698141,-1.7620165983783167,-0.44946605363954717,1.506767988204956,-2.877230707799093
6800,1701121440,80912351,-0.637818142866293,0.6154611753808603,0.3078253610357284,0.34022502042282105,-0.909345940952241,-0.21009223716004247,0.11488318866162678,255,-1,-0.5747831503497522,-2.020785633717672,-1.7619927565204065,-0.44990855852235967,1.5069241523742676,-2.877230707799093
6900,1701121440,184964895,-0.6378206721426558,0.615465440437715,0.30764658328946964,0.340226322141901,-0.9093785216188957,-0.20999462028601681,0.114799884977985,255,-1,-0.574747387562887,-2.0209177176104944,-1.7620766798602503,-0.44996864000429326,1.5069241523742676,-2.8771947065936487
7000,1701121440,280859231,-0.6378266014823141,0.6154842637020669,0.30759665639945705,0.34024674364456703,-0.909385713350718,-0.20995797552674442,0.1147494065587482,255,-1,-0.5747950712787073,-2.020965878163473,-1.7621005217181605,-0.44998056093324834,1.5069361925125122,-2.877230707799093
7100,1701121440,385035991,-0.6378272928137253,0.6154996944795696,0.3075183755873028,0.34022691597979904,-0.909403315400231,-0.2099308330069676,0.11471835483018111,255,-1,-0.5748551527606409,-2.021085564290182,-1.7621367613421839,-0.45002872148622686,1.5069001913070679,-2.877242628728048
7200,1701121440,480958700,-0.6378468713623152,0.615545500535175,0.3066093943719994,0.34029392246494955,-0.9095181701410054,-0.2094945956969968,0.11440611386865526,255,-1,-0.5748308340655726,-2.0220444838153284,-1.7623642126666468,-0.4500044027911585,1.506972074508667,-2.877218786870138
7300,1701121440,585022449,-0.6377330551755853,0.6155392973562962,0.3040214002605646,0.34045191806094743,-0.9098819230084254,-0.20819762462782437,0.11340690794851627,255,-1,-0.574867073689596,-2.024179283772604,-1.7637532393084925,-0.44996864000429326,1.5068882703781128,-2.877218786870138
7400,1701121440,680946826,-0.6369578719816289,0.6149299495809267,0.3000019494066592,0.3407914846526799,-0.9104532560859643,-0.20598429826368753,0.11183246996961035,255,-1,-0.5748069922076624,-2.026313130055563,-1.7676690260516565,-0.4497173468219202,1.5069122314453125,-2.8771827856646937
7500,1701121440,784514665,-0.6355782723630788,0.6139453195120376,0.29681658795993504,0.3409280746132594,-0.9105813892697957,-0.20535329066137237,0.11153298826145809,255,-1,-0.5747712294207972,-2.0270445982562464,-1.7728660742389124,-0.44409162202943975,1.5072845220565796,-2.8771708647357386
7600,1701121440,880958318,-0.6342662497887241,0.6127698757717981,0.2968354308611899,0.3400615579934501,-0.9082405466250199,-0.21279902970437203,0.11905384999331231,255,-1,-0.5747349897967737,-2.0270689169513147,-1.7801106611834925,-0.41250592867006475,1.5111831426620483,-2.8771348635302942
7700,1701121440,984627723,-0.6303948747470799,0.6085928636429075,0.29711519903688033,0.33833823407290775,-0.9005364726926048,-0.23272948320568734,0.1428225765122631,255,-1,-0.5747712294207972,-2.027116600667135,-1.8008635679828089,-0.3273056189166468,1.5272704362869263,-2.8771587053882044
7800,1701121441,81075906,-0.6230348141060099,0.6012963558987672,0.29339364820530944,0.33770331370587464,-0.8910833076503785,-0.2510664284044768,0.16997840823808266,255,-1,-0.5747230688678187,-2.0271766821490687,-1.8314126173602503,-0.23328143755067998,1.550400733947754,-2.877110544835226
7900,1701121441,184674978,-0.6124853849876427,0.5914651024140627,0.28558545266633023,0.33839172470753043,-0.8810706779145205,-0.2654945917308737,0.19676921235388117,255,-1,-0.5747831503497522,-2.0275004545794886,-1.8694117704974573,-0.1377938429461878,1.5780056715011597,-2.8771348635302942
8000,1701121441,280582666,-0.6013896042706798,0.5818763680683736,0.2770436909983609,0.33923725930134535,-0.8724306459416136,-0.276617424101315,0.21740664802890441,255,-1,-0.5747593084918421,-2.0281241575824183,-1.9056642691241663,-0.05637103716005498,1.5994925498962402,-2.8770864645587366
8100,1701121441,384629726,-0.5898427556824172,0.5720246199600759,0.2697179015350759,0.3397005740086529,-0.8615902711422881,-0.29079338118265285,0.24021851334048017,255,-1,-0.5747593084918421,-2.030210320149557,-1.9405882994281214,0.03519320487976074,1.6212679147720337,-2.8768704573260706
8200,1701121441,480568647,-0.5814800448559545,0.5647537936582321,0.26419451390958704,0.3394903224151893,-0.8502135753323568,-0.30658151422052626,0.2605589615523732,255,-1,-0.5746753851519983,-2.0368288199054163,-1.9646509329425257,0.11975502967834473,1.6368765830993652,-2.876822535191671
8300,1701121441,584594964,-0.5763360198451057,0.5605092375680444,0.2579032290835117,0.33799008811070413,-0.8395649482013618,-0.3231554376137777,0.2765211768223384,255,-1,-0.5745318571673792,-2.0498021284686487,-1.9787123839007776,0.19598734378814697,1.6434754133224487,-2.876810375844137
8400,1701121441,680560827,-0.576696322745288,0.5602109602480326,0.25038394294478683,0.33617526350077137,-0.8321091371573346,-0.3357850530266891,0.28605764145242946,255,-1,-0.5740287939654749,-2.0689857641803187,-1.9795506636248987,0.25015830993652344,1.644710898399353,-2.8767624537097376
8500,1701121441,784640789,-0.5787512808665556,0.5590922158104309,0.2387667322729054,0.33751056717641115,-0.825862382627692,-0.34097761914874797,0.29626374270980305,255,-1,-0.5728195349322718,-2.0922582785235804,-1.9795869032489222,0.29554784297943115,1.6572366952896118,-2.8767624537097376
8600,1701121441,880613803,-0.5806051916446403,0.5572705951606294,0.22793038157102682,0.34194610852451696,-0.8194732679913295,-0.3398743633674134,0.30987390828875105,255,-1,-0.5727360884295862,-2.112771813069479,-1.9794190565692347,0.33271801471710205,1.6851191520690918,-2.8767624537097376
8700,1701121441,984662532,-0.5825340540225856,0.553967404839542,0.21832030313594192,0.349429558282062,-0.81062440545119,-0.3354134018448037,0.3290667211199029,255,-1,-0.5727480093585413,-2.1318472067462366,-1.9794791380511683,0.37055861949920654,1.7273151874542236,-2.876714531575338
8800,1701121442,80631494,-0.5841186744962041,0.5507101280327907,0.21012289982064442,0.35692254155348585,-0.8029221454083261,-0.3291534114503645,0.34580393212697563,255,-1,-0.5726760069476526,-2.1478169600116175,-1.9794076124774378,0.39878034591674805,1.7665733098983765,-2.8767505327807825
8900,1701121442,184761524,-0.5857032197554248,0.5473272928785834,0.1997292370788032,0.3648844327574164,-0.7959627679683199,-0.3205645551204966,0.3613045650692876,255,-1,-0.5726402441607874,-2.1659444014178675,-1.9796465078936976,0.4242509603500366,1.807018518447876,-2.8767266909228724
9000,1701121442,280673980,-0.5871539953589262,0.5439604554067746,0.19089404356400475,0.3719597631138305,-0.7894755703869031,-0.31302596878429806,0.37468520287466495,255,-1,-0.5719574133502405,-2.1815298239337366,-1.9795869032489222,0.4467426538467407,1.84210205078125,-2.876714531575338
