Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
13200,0,0,0,0,0,0,0,0,0,0,0,0.185655296333877,-2.19987378321392,-2.20126261921846,0.865318666560025,1.53013575524405,-2.86673911802562
13300,0,0,0,0,0,0,0,0,0,0,0,0.20896225392472,-2.20049921399612,-2.2043409121503,0.871496591620661,1.51185551373284,-2.86491297268256
13400,0,0,0,0,0,0,0,0,0,0,0,0.232003387336475,-2.20097789986528,-2.20786826547187,0.878713696766636,1.49427434673038,-2.8624603640011
13500,0,0,0,0,0,0,0,0,0,0,0,0.23801452765847,-2.20727809837946,-2.21742010379841,0.888911230143187,1.49466811505196,-2.86909507083669
13600,0,0,0,0,0,0,0,0,0,0,0,0.261269066342957,-2.20714748899802,-2.21899380856111,0.893234742373672,1.47711118656012,-2.86707517834963
13700,0,0,0,0,0,0,0,0,0,0,0,0.285008101335676,-2.20715093787727,-2.2201312561401,0.897136391879068,1.45785059349487,-2.86127346867316
13800,0,0,0,0,0,0,0,0,0,0,0,0.310681078077814,-2.20768950098296,-2.21952731587619,0.899354111243578,1.43178956048909,-2.84037605232771
13900,0,0,0,0,0,0,0,0,0,0,0,0.336354054819953,-2.20822806408866,-2.21892337561229,0.901571830608087,1.40572852748332,-2.81947863598225
14000,0,0,0,0,0,0,0,0,0,0,0,0.362027031562091,-2.20876662719436,-2.21831943534839,0.903789549972598,1.37966749447755,-2.7985812196368
14100,0,0,0,0,0,0,0,0,0,0,0,0.38770000830423,-2.20930519030006,-2.21771549508449,0.906007269337107,1.35360646147177,-2.77768380329134
14200,0,0,0,0,0,0,0,0,0,0,0,0.413372985046368,-2.20984375340576,-2.21711155482058,0.908224988701617,1.327545428466,-2.75678638694588
14300,0,0,0,0,0,0,0,0,0,0,0,0.439223963748327,-2.2102398621937,-2.21617610602536,0.910027495851666,1.30141622720263,-2.7358148180897
14400,0,0,0,0,0,0,0,0,0,0,0,0.466850523793249,-2.20921497972356,-2.21193383766571,0.907688233652033,1.27460704305325,-2.71410357302594
14500,0,0,0,0,0,0,0,0,0,0,0,0.494477083838171,-2.20819009725342,-2.20769156930605,0.9053489714524,1.24779785890387,-2.69239232796217
14600,0,0,0,0,0,0,0,0,0,0,0,0.520735390819085,-2.20840457018607,-2.20266313966033,0.901960017945473,1.22161531314084,-2.67247299619024
14700,0,0,0,0,0,0,0,0,0,0,0,0.545206621042326,-2.21026559659846,-2.19657356381714,0.896941166889857,1.19640201988954,-2.65523855632596
14800,0,0,0,0,0,0,0,0,0,0,0,0.566897576063274,-2.21013162348784,-2.17750401454314,0.873970322912421,1.17704544838116,-2.64185162400067
14900,0,0,0,0,0,0,0,0,0,0,0,0.586734888040946,-2.21028868685717,-2.15419951933341,0.844457421307687,1.16067649142069,-2.62972687726125
15000,0,0,0,0,0,0,0,0,0,0,0,0.603940888829509,-2.21083548136592,-2.13106041267007,0.814984980439328,1.14747757016419,-2.62015477372578
15100,0,0,0,0,0,0,0,0,0,0,0,0.617815040499221,-2.21120261075642,-2.10693426942345,0.780769383372996,1.1385404279893,-2.60757774088201
15200,0,0,0,0,0,0,0,0,0,0,0,0.625152681246916,-2.21108253903768,-2.0791631144152,0.733596472685931,1.13784261250657,-2.58862707074602
15300,0,0,0,0,0,0,0,0,0,0,0,0.632454671233206,-2.21095460033504,-2.05112284452318,0.685904599226142,1.13715017516412,-2.56985847822621
15400,0,0,0,0,0,0,0,0,0,0,0,0.639756661219495,-2.2108266616324,-2.02308257463117,0.638212725766354,1.13645773782167,-2.5510898857064
15500,0,0,0,0,0,0,0,0,0,0,0,0.647058651205785,-2.21069872292976,-1.99504230473915,0.590520852306566,1.13576530047922,-2.53232129318659
15600,0,0,0,0,0,0,0,0,0,0,0,0.650339557074614,-2.21088713991302,-1.96896908234755,0.540443892328191,1.13539853694388,-2.51425652531258
15700,0,0,0,0,0,0,0,0,0,0,0,0.653441198943476,-2.21079203883056,-1.94271700633938,0.490185665840927,1.13508575994463,-2.4960867330356
15800,0,0,0,0,0,0,0,0,0,0,0,0.656542840812338,-2.2106969377481,-1.91646493033122,0.439927439353661,1.13477298294537,-2.47791694075862
15900,0,0,0,0,0,0,0,0,0,0,0,0.659644482681199,-2.21060183666564,-1.89021285432305,0.389669212866397,1.13446020594611,-2.45974714848164
16000,0,0,0,0,0,0,0,0,0,0,0,0.662746124550061,-2.21050673558319,-1.86396077831488,0.339410986379131,1.13414742894686,-2.44157735620466
16100,0,0,0,0,0,0,0,0,0,0,0,0.664883437977965,-2.21073515312118,-1.84024350575351,0.289289210664813,1.13419770264077,-2.41978312197082
16200,0,0,0,0,0,0,0,0,0,0,0,0.665214778722321,-2.21073347940964,-1.82204598991916,0.239339154172264,1.13494525985035,-2.39076605300224
16300,0,0,0,0,0,0,0,0,0,0,0,0.665546119466676,-2.2107318056981,-1.80384847408481,0.189389097679718,1.13569281705993,-2.36174898403366
16400,0,0,0,0,0,0,0,0,0,0,0,0.665898124679686,-2.21074226774719,-1.78571216766978,0.139658566971352,1.13640931607559,-2.33290989358352
16500,0,0,0,0,0,0,0,0,0,0,0,0.666345940435253,-2.21080899709397,-1.76785965793845,0.0909458647317137,1.13698181417545,-2.30489599824004
16600,0,0,0,0,0,0,0,0,0,0,0,0.66679375619082,-2.21087572644074,-1.75000714820712,0.0422331624920745,1.13755431227531,-2.27688210289657
16700,0,0,0,0,0,0,0,0,0,0,0,0.667241571946387,-2.21094245578752,-1.73215463847579,-0.00647953974756349,1.13812681037517,-2.24886820755309
16800,0,0,0,0,0,0,0,0,0,0,0,0.667689387701954,-2.2110091851343,-1.71430212874446,-0.0551922419872024,1.13869930847503,-2.22085431220961
16900,0,0,0,0,0,0,0,0,0,0,0,0.668137203457521,-2.21107591448108,-1.69644961901313,-0.10390494422684,1.13927180657489,-2.19284041686613
17000,0,0,0,0,0,0,0,0,0,0,0,0.668585019213088,-2.21114264382786,-1.67859710928179,-0.15261764646648,1.13984430467475,-2.16482652152265
17100,0,0,0,0,0,0,0,0,0,0,0,0.669032834968655,-2.21120937317463,-1.66074459955046,-0.201330348706117,1.1404168027746,-2.13681262617918
